Using January 2024 Universe,


Cusip,ISIN,Description,Ticker,Coupon,Maturity,Composite Rating,Currency,Country,Sector Level 1,Sector Level 2,Sector Level 3,Sector Level 4,Type,Face Value,Price,Accrued Interest,% Weight,Cash,Duration To Worst,Yield to Worst,Effective Duration,Effective Yield,OAS vs Govt,Prior Month-End Price,Prior Month-End Accrued Interest,Prior Month-End % Weight,Prior Month-End Duration To Worst,Prior Month-End Yield To Worst,Prior Month-End Effective Duration,Prior Month-End Effective Yield,Prior Month-End OAS vs Govt,TRR % MTD LOC,Excess Rtn % MTD,Asset Swap Spread,Prior Month-End Asset Swap Spread,OAS vs Swap ,Prior Month-End OAS vs Swap,
'BH787670',FR0013508694,La Poste,FRPTT,1.375,4/21/2032,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,1150.0,85.941200,0.973019,0.03463,0.000000,7.517,3.344,7.631,3.316,128,86.803,0.958,0.03472,7.541,3.210,7.653,3.185,124,-0.965,-0.276,74,68,81,74,
'BN453995',FR0014001IO6,La Poste,FRPTT,0.000,7/18/2029,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,1050.0,83.890070,0.000000,0.03052,0.000000,5.360,3.226,5.412,3.200,124,84.495,0.000,0.03052,5.378,3.086,5.426,3.062,121,-0.715,-0.167,65,59,73,66,
'BN453997',FR0014001IP3,La Poste,FRPTT,0.625,1/18/2036,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,1150.0,72.760810,0.602740,0.02923,0.000000,11.067,3.425,11.346,3.396,115,73.705,0.596,0.02939,11.096,3.307,11.376,3.280,111,-1.262,-0.331,68,63,82,75,
'EK900218',FR0012758985,La Poste,FRPTT,1.125,6/4/2025,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,750.0,96.688800,0.660861,0.02530,0.000000,1.353,3.567,1.374,3.535,77,96.869,0.649,0.02516,1.366,3.413,1.385,3.384,72,-0.172,-0.084,35,29,37,30,
'ZR545415',FR0013447604,La Poste,FRPTT,0.375,9/17/2027,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,1000.0,90.531800,0.112705,0.03141,0.000000,3.564,3.125,3.598,3.100,101,90.970,0.109,0.03133,3.580,2.981,3.611,2.960,97,-0.477,-0.115,52,47,56,50,
'ZR545416',FR0013447638,La Poste,FRPTT,1.000,9/17/2034,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,1000.0,78.951000,0.300546,0.02746,0.000000,9.754,3.376,9.963,3.348,118,79.852,0.290,0.02757,9.781,3.258,9.990,3.232,114,-1.110,-0.287,69,64,80,73,
'7VHM83XX',FR001400CN47,La Poste,FRPTT,2.625,9/14/2028,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,600.0,98.241000,0.810451,0.02059,0.000000,4.309,3.031,4.349,3.008,100,98.841,0.782,0.02056,4.326,2.890,4.363,2.870,97,-0.574,-0.130,50,44,50,44,
'7VHMD6XX',FR001400CN54,La Poste,FRPTT,3.125,3/14/2033,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,600.0,98.272000,2.535861,0.02096,0.000000,7.659,3.346,7.789,3.318,123,99.026,2.502,0.02095,7.683,3.248,7.813,3.222,122,-0.709,-0.032,79,75,80,76,
'8P7LS7XX',FR001400IIR9,La Poste,FRPTT,3.750,6/12/2030,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,750.0,102.662900,2.120902,0.02723,0.000000,5.354,3.266,5.518,3.217,124,103.458,2.080,0.02723,5.374,3.126,5.534,3.081,120,-0.714,-0.174,73,66,72,65,
'8P7O6QXX',FR001400IIS7,La Poste,FRPTT,4.000,6/12/2035,A1,EUR,FR,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,950.0,105.640600,2.262295,0.03552,0.000000,8.804,3.385,9.101,3.345,115,106.833,2.219,0.03563,8.839,3.261,9.134,3.224,111,-1.053,-0.292,80,73,78,71,
'AX309682',XS1956037664,Fortum Oyj,FUMVFH,1.625,2/27/2026,BBB2,EUR,FI,Corporate,Utility,Utility,Electric-Integrated,SENR,750.0,96.045000,1.389041,0.02532,0.000000,2.024,3.571,2.035,3.538,115,96.297,1.371,0.02520,2.037,3.434,2.037,3.401,112,-0.240,-0.053,69,65,71,67,
'AX309719',XS1956027947,Fortum Oyj,FUMVFH,2.125,2/27/2029,BBB2,EUR,FI,Corporate,Utility,Utility,Electric-Integrated,SENR,750.0,93.764600,1.816438,0.02484,0.000000,4.666,3.468,4.676,3.427,144,94.366,1.793,0.02481,4.684,3.331,4.687,3.290,141,-0.601,-0.124,89,84,93,87,
'8LGSSPXX',XS2606261597,Fortum Oyj,FUMVFH,4.500,5/26/2033,BBB2,EUR,FI,Corporate,Utility,Utility,Electric-Integrated,SENR,650.0,104.922800,2.754098,0.02425,0.000000,7.260,3.850,7.505,3.802,171,106.066,2.705,0.02432,7.291,3.705,7.533,3.662,165,-1.006,-0.354,130,122,127,118,
'8LFPSHXX',XS2606264005,Fortum Oyj,FUMVFH,4.000,5/26/2028,BBB2,EUR,FI,Corporate,Utility,Utility,Electric-Integrated,SENR,500.0,102.040000,2.448087,0.01810,0.000000,3.686,3.462,3.800,3.394,136,102.538,2.404,0.01805,3.702,3.334,3.809,3.270,134,-0.433,-0.050,88,84,88,83,
'AT062987',BE0002595735,Groupe Bruxelles Lambert SA,GBLBBB,1.875,6/19/2025,A1,EUR,BE,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,500.0,97.574600,1.024590,0.01708,0.000000,1.385,3.612,1.362,3.557,81,97.740,1.004,0.01698,1.397,3.479,1.363,3.420,78,-0.147,-0.062,39,33,41,36,
'BN671609',BE0002767482,Groupe Bruxelles Lambert SA,GBLBBB,0.125,1/28/2031,A1,EUR,BE,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,500.0,79.596000,0.117123,0.01381,0.000000,6.789,3.426,6.879,3.398,142,80.486,0.116,0.01386,6.811,3.258,6.897,3.232,135,-1.102,-0.447,80,71,92,81,
'7UN2Y2XX',BE0002876572,Groupe Bruxelles Lambert SA,GBLBBB,3.125,9/6/2029,A1,EUR,BE,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,500.0,99.153600,1.033128,0.01736,0.000000,5.064,3.289,5.034,3.231,126,100.180,0.999,0.01740,4.877,3.088,5.046,3.028,115,-0.981,-0.475,73,61,74,61,
'8KOHJGXX',BE0002938190,Groupe Bruxelles Lambert SA,GBLBBB,4.000,5/15/2033,A1,EUR,BE,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,500.0,103.906200,2.568306,0.01845,0.000000,7.398,3.491,7.639,3.449,135,105.133,2.525,0.01852,7.430,3.337,7.667,3.299,129,-1.099,-0.436,94,84,92,82,
'369604BS',XS1612542826,General Electric Company,GE,0.875,5/17/2025,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,772.8,96.411600,0.557036,0.02596,0.000000,1.307,3.617,1.322,3.584,79,96.556,0.547,0.02581,1.319,3.482,1.329,3.450,76,-0.139,-0.059,37,31,39,34,
'369604BT',XS1612543121,General Electric Company,GE,1.500,5/17/2029,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,969.1,91.772800,0.954918,0.03114,0.000000,4.974,3.192,4.994,3.160,119,92.415,0.939,0.03112,4.993,3.050,5.006,3.019,115,-0.671,-0.164,64,57,67,60,
'369604BU',XS1612543394,General Electric Company,GE,2.125,5/17/2037,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,560.2,86.555000,1.352800,0.01706,0.000000,11.076,3.392,11.345,3.357,107,87.284,1.330,0.01708,11.104,3.317,11.375,3.282,107,-0.797,0.137,69,68,76,74,
'EF084441',XS0229567440,General Electric Company,GE,4.125,9/19/2035,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,JSUB,750.0,105.733000,1.217213,0.02779,0.000000,9.159,3.517,9.368,3.487,128,106.840,1.172,0.02786,9.193,3.406,9.401,3.377,125,-0.983,-0.200,95,89,92,86,
'EG203729',XS0288429532,GE Capital European Funding Unlimited Company,GE,4.625,2/22/2027,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,279.8,103.454000,4.016781,0.01042,0.000000,2.784,3.440,2.820,3.411,120,103.656,3.966,0.01036,2.797,3.376,2.831,3.348,124,-0.141,0.134,80,83,79,81,
'EH239705',XS0350890470,GE Capital European Funding Unlimited Company,GE,6.025,3/1/2038,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,484.7,123.805400,5.103142,0.02165,0.000000,9.605,3.816,9.854,3.780,150,124.896,5.037,0.02166,9.643,3.729,9.892,3.695,150,-0.789,0.031,135,132,119,116,
'EJ315917',XS0816246077,GE Capital European Funding Unlimited Company,GE,3.650,8/23/2032,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,290.0,100.038000,1.346312,0.01019,0.000000,7.200,3.643,7.326,3.610,155,100.752,1.306,0.01018,7.223,3.545,7.348,3.515,155,-0.660,-0.006,109,106,110,106,
'369604BL',XS1238902057,General Electric Company,GE,1.875,5/28/2027,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,466.9,95.264000,1.137295,0.01559,0.000000,3.174,3.373,3.152,3.312,116,95.715,1.117,0.01555,3.189,3.222,3.160,3.160,111,-0.445,-0.133,70,64,73,67,
'6F15ITXX',DE000A3E5QW6,GEWOBAG Wohnungsbau-AG Berlin,GEWWOH,0.125,6/24/2027,A1,EUR,DE,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,500.0,88.895840,0.066598,0.01541,0.000000,3.339,3.588,3.375,3.556,143,89.206,0.065,0.01535,3.354,3.473,3.387,3.443,142,-0.345,-0.008,92,89,99,97,
'AO132367',FR0013266350,Gecina SA,GFCFP,1.375,6/30/2027,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,700.0,94.787230,0.710041,0.02316,0.000000,3.302,2.971,3.276,2.919,79,95.163,0.695,0.02308,3.317,2.847,3.285,2.795,77,-0.376,-0.050,33,30,35,31,
'AO132447',FR0013266368,Gecina SA,GFCFP,2.000,6/30/2032,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,700.0,91.410800,1.032787,0.02242,0.000000,7.530,3.169,7.608,3.136,109,92.215,1.011,0.02245,7.553,3.053,7.627,3.021,106,-0.839,-0.157,59,54,63,57,
'AP220415',FR0013284205,Gecina SA,GFCFP,1.375,1/26/2028,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,800.0,93.305000,1.295890,0.02622,0.000000,3.797,3.159,3.804,3.128,107,93.717,1.281,0.02614,3.812,3.040,3.811,3.009,106,-0.418,-0.035,57,54,60,57,
'AR650492',FR0013322989,Gecina SA,GFCFP,1.625,3/14/2030,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,500.0,91.616600,1.318648,0.01610,0.000000,5.664,3.136,5.691,3.105,114,92.500,1.301,0.01613,5.686,2.967,5.704,2.937,107,-0.923,-0.362,59,49,62,52,
'EK693495',FR0012448025,Gecina SA,GFCFP,1.500,1/20/2025,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,500.0,97.934000,1.438356,0.01722,0.000000,0.991,3.555,0.993,3.516,45,97.945,1.422,0.01709,1.002,3.522,1.000,3.481,53,0.005,0.044,6,9,6,10,
'QZ661572',FR0013205069,Gecina SA,GFCFP,1.000,1/30/2029,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,500.0,90.454000,0.931507,0.01583,0.000000,4.765,3.062,4.790,3.035,106,90.876,0.921,0.01579,4.781,2.961,4.801,2.935,106,-0.448,0.043,51,49,55,52,
'ZS804165',FR0013422227,Gecina SA,GFCFP,1.625,5/29/2034,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,700.0,85.573200,0.981216,0.02099,0.000000,9.167,3.285,9.331,3.254,110,86.789,0.963,0.02113,9.200,3.131,9.360,3.102,103,-1.365,-0.591,64,56,71,61,
'6FFE6TXX',FR00140049A8,Gecina SA,GFCFP,0.875,6/30/2036,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,600.0,72.982400,0.451844,0.01527,0.000000,11.271,3.599,11.578,3.567,130,73.897,0.442,0.01534,11.300,3.488,11.607,3.456,127,-1.217,-0.267,82,77,98,92,
'74SYL8XX',FR0014007VP3,Gecina SA,GFCFP,0.875,1/25/2033,A3,EUR,FR,Corporate,Industrials,Real Estate,REITs,SENR,650.0,81.507200,0.827055,0.01854,0.000000,8.343,3.267,8.478,3.240,116,82.368,0.817,0.01860,8.367,3.140,8.500,3.114,112,-1.023,-0.287,64,58,72,65,
'370334BX',XS1223837250,General Mills Inc.,GIS,1.500,4/27/2027,BBB2,EUR,US,Corporate,Industrials,Consumer Goods,Food - Wholesale,SENR,400.0,94.103200,1.036885,0.01319,0.000000,3.111,3.413,3.104,3.363,120,94.505,1.020,0.01314,3.126,3.272,3.111,3.221,116,-0.403,-0.097,74,69,77,72,
'370334CK',XS2100788780,General Mills Inc.,GIS,0.450,1/15/2026,BBB2,EUR,US,Corporate,Industrials,Consumer Goods,Food - Wholesale,SENR,600.0,94.152600,0.437671,0.01966,0.000000,1.945,3.487,1.972,3.457,102,94.317,0.433,0.01955,1.958,3.382,1.984,3.354,102,-0.168,0.013,57,56,60,59,
'370334CR',XS2405467528,General Mills Inc.,GIS,0.125,11/15/2025,BBB2,EUR,US,Corporate,Industrials,Consumer Goods,Food - Wholesale,SENR,500.0,94.180800,0.017418,0.01632,0.000000,1.798,3.405,1.823,3.377,87,94.395,0.016,0.01624,1.811,3.261,1.835,3.235,83,-0.225,-0.067,43,38,45,40,
'370334CU',XS2605914105,General Mills Inc.,GIS,3.907,4/13/2029,BBB2,EUR,US,Corporate,Industrials,Consumer Goods,Food - Wholesale,SENR,750.0,102.488400,2.850189,0.02737,0.000000,4.389,3.360,4.529,3.301,131,103.201,2.807,0.02735,4.409,3.208,4.542,3.153,127,-0.632,-0.172,81,74,80,73,
'AU457404',XS1875331636,Argentum Netherlands B.V.,GIVNVX,1.125,9/17/2025,A3,EUR,CH,Corporate,Industrials,Basic Industry,Chemicals,SECR,500.0,95.958600,0.338115,0.01668,0.000000,1.629,3.617,1.646,3.584,99,96.420,0.326,0.01664,1.645,3.310,1.647,3.278,79,-0.464,-0.337,56,35,58,36,
'AU457613',XS1879112495,Argentum Netherlands B.V.,GIVNVX,2.000,9/17/2030,A3,EUR,CH,Corporate,Industrials,Basic Industry,Chemicals,SECR,800.0,93.130200,0.601093,0.02598,0.000000,6.091,3.152,6.118,3.118,114,94.365,0.579,0.02613,6.117,2.936,6.132,2.903,102,-1.278,-0.686,60,46,63,48,
'BH830223',XS2126169742,Givaudan Finance Europe B.V.,GIVNVX,1.000,4/22/2027,A3,EUR,CH,Corporate,Industrials,Basic Industry,Chemicals,SENR,500.0,94.084220,0.704918,0.01642,0.000000,3.142,2.908,3.127,2.865,70,94.731,0.694,0.01641,3.160,2.686,3.133,2.641,58,-0.666,-0.357,26,13,28,14,
'BH830224',XS2126170161,Givaudan Finance Europe B.V.,GIVNVX,1.625,4/22/2032,A3,EUR,CH,Corporate,Industrials,Basic Industry,Chemicals,SENR,500.0,87.670400,1.145492,0.01539,0.000000,7.440,3.351,7.534,3.319,128,89.393,1.128,0.01557,7.477,3.092,7.560,3.062,111,-1.883,-1.202,75,57,81,61,
'99FGEMXX',XS2715302001,Givaudan Finance Europe B.V.,GIVNVX,4.125,11/28/2033,BBB1,EUR,CH,Corporate,Industrials,Basic Industry,Chemicals,SENR,500.0,104.749400,0.428279,0.01822,0.000000,7.877,3.536,8.140,3.493,137,106.395,0.383,0.01836,7.916,3.340,8.172,3.302,127,-1.499,-0.807,98,84,95,81,
'BO221169',XS2307764238,Glencore Capital Finance Designated Activity Company,GLENLN,0.750,3/1/2029,BBB1,EUR,CH,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,600.0,86.654340,0.635246,0.01815,0.000000,4.854,3.636,4.908,3.604,163,87.413,0.627,0.01817,4.874,3.453,4.921,3.423,155,-0.852,-0.350,103,93,112,101,
'BO221170',XS2307764311,Glencore Capital Finance Designated Activity Company,GLENLN,1.250,3/1/2033,BBB1,EUR,CH,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,500.0,79.298200,1.058743,0.01392,0.000000,8.196,3.994,8.363,3.955,187,80.388,1.045,0.01401,8.226,3.827,8.390,3.790,179,-1.322,-0.598,126,117,144,133,
'EK146211',XS1050842423,Glencore Finance (Europe) Limited,GLENLN,3.750,4/1/2026,BBB1,EUR,CH,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,500.0,100.435000,2.858607,0.01790,0.000000,1.840,3.520,1.888,3.382,103,100.597,2.818,0.01779,1.852,3.436,1.900,3.300,105,-0.117,0.052,58,60,60,61,
'EK795274',XS1202849086,Glencore Finance (Europe) Limited,GLENLN,1.750,3/17/2025,BBB1,EUR,CH,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,750.0,97.578400,1.405738,0.02572,0.000000,1.135,3.855,1.125,3.802,89,97.719,1.387,0.02557,1.148,3.712,1.128,3.655,85,-0.123,-0.068,46,39,49,42,
'ZO292719',XS2228892860,Glencore Capital Finance Designated Activity Company,GLENLN,1.125,3/10/2028,BBB1,EUR,CH,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,950.0,91.271230,0.925205,0.03035,0.000000,3.927,3.401,3.958,3.371,133,92.022,0.913,0.03037,3.946,3.189,3.968,3.161,123,-0.794,-0.394,81,69,85,72,
'ZS106969',XS1981823542,Glencore Finance (Europe) Limited,GLENLN,1.500,10/15/2026,BBB1,EUR,CH,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,500.0,94.679400,0.336066,0.01646,0.000000,2.637,3.545,2.650,3.508,127,95.104,0.320,0.01641,2.652,3.368,2.658,3.332,120,-0.428,-0.171,80,72,84,75,
'52DUGXXX',XS2155486942,Grenke Finance Plc,GLJGR,3.950,7/9/2025,BBB2,EUR,DE,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,449.2,99.250000,1.942623,0.01575,0.000000,1.407,4.460,1.435,4.411,169,99.242,1.899,0.01563,1.418,4.462,1.445,4.413,180,0.051,0.148,128,137,129,138,
'ZQ466531',XS2078696866,Grenke Finance Plc,GLJGR,0.625,1/9/2025,BBB2,EUR,DE,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,400.0,95.797200,0.618151,0.01336,0.000000,0.957,4.991,0.981,4.930,183,95.730,0.611,0.01325,0.967,5.015,0.992,4.954,196,0.077,0.114,139,148,144,154,
'91F8OFXX',XS2695009998,Grenke Finance Plc,GLJGR,7.875,4/6/2027,BBB2,EUR,DE,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,500.0,107.646000,2.108607,0.01901,0.000000,2.796,5.259,2.854,5.192,299,107.680,2.023,0.01887,2.806,5.256,2.864,5.189,309,0.047,0.325,271,280,257,266,
'219350BS',XS2621757744,Corning Incorporated,GLW,4.125,5/15/2031,BBB1,EUR,US,Corporate,Industrials,Technology & Electronics,Electronics,SENR,550.0,103.193200,2.648566,0.02017,0.000000,5.951,3.607,6.142,3.557,155,104.610,2.603,0.02028,5.982,3.385,6.163,3.341,143,-1.279,-0.699,107,92,105,90,
'219350BR',XS2621757405,Corning Incorporated,GLW,3.875,5/15/2026,BBB1,EUR,US,Corporate,Industrials,Technology & Electronics,Electronics,SENR,300.0,100.645600,2.488046,0.01072,0.000000,2.097,3.570,2.133,3.509,119,101.099,2.446,0.01069,2.112,3.363,2.144,3.307,109,-0.397,-0.199,74,63,75,63,
'AR811257',XS1792505866,General Motors Financial Company  Inc,GM,1.694,3/26/2025,BBB2,EUR,US,Corporate,Industrials,Automotive,Auto Loans,SENR,500.0,97.226200,1.319098,0.01707,0.000000,1.157,4.063,1.164,4.016,112,97.437,1.301,0.01698,1.170,3.859,1.170,3.812,102,-0.195,-0.135,69,56,73,60,
'BG164305',XS2125145867,General Motors Financial Company  Inc,GM,0.850,2/26/2026,BBB2,EUR,US,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,94.444400,0.728904,0.02473,0.000000,2.043,3.589,2.071,3.558,117,94.884,0.720,0.02466,2.058,3.351,2.083,3.324,104,-0.450,-0.257,71,57,74,60,
'BO199116',XS2307768734,General Motors Financial Company  Inc,GM,0.600,5/20/2027,BBB2,EUR,US,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,90.809600,0.377049,0.02370,0.000000,3.220,3.539,3.249,3.505,136,91.316,0.370,0.02365,3.236,3.358,3.261,3.327,128,-0.545,-0.221,87,79,93,84,
'786M1MXX',XS2444424639,General Motors Financial Company  Inc,GM,1.000,2/24/2025,BBB2,EUR,US,Corporate,Industrials,Automotive,Auto Loans,SENR,600.0,96.692400,0.863014,0.02028,0.000000,1.083,4.032,1.105,3.993,102,96.958,0.852,0.02019,1.097,3.754,1.117,3.720,86,-0.261,-0.208,60,41,63,44,
'6NV185XX',XS2384274366,General Motors Financial Company  Inc,GM,0.650,9/7/2028,BBB2,EUR,US,Corporate,Industrials,Automotive,Auto Loans,SENR,600.0,86.794000,0.213115,0.01809,0.000000,4.434,3.786,4.491,3.751,175,87.968,0.206,0.01820,4.458,3.478,4.505,3.448,156,-1.323,-0.863,115,95,126,103,
'8BAV5CXX',XS2587352340,General Motors Financial Company  Inc,GM,4.300,2/15/2029,BBB2,EUR,US,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,101.449400,3.816987,0.02736,0.000000,4.227,3.972,4.353,3.908,191,102.937,3.770,0.02753,4.256,3.641,4.369,3.587,169,-1.350,-0.908,141,118,140,116,
'8L79TEXX',XS2625985945,General Motors Financial Company  Inc,GM,4.500,11/22/2027,BBB2,EUR,US,Corporate,Industrials,Automotive,Auto Loans,SENR,600.0,102.762300,0.540984,0.02148,0.000000,3.502,3.720,3.548,3.686,159,103.580,0.492,0.02148,3.522,3.498,3.563,3.468,148,-0.739,-0.383,116,102,114,100,
'AP237516',XS1577951129,Goodman Australia Finance Pty Ltd.,GMGAU,1.375,9/27/2025,BBB1,EUR,AU,Corporate,Industrials,Real Estate,REITs,SENR,500.0,96.500000,0.375683,0.01678,0.000000,1.655,3.496,1.657,3.461,88,96.593,0.361,0.01667,1.667,3.425,1.665,3.390,92,-0.080,0.050,45,47,47,49,
'AZ655057',XS2029713349,GELF Bond Issuer I S.A.,GOOEUR,1.125,7/18/2029,BBB1,EUR,LU,Corporate,Industrials,Real Estate,REITs,SENR,400.0,84.210200,0.525615,0.01174,0.000000,5.123,4.401,5.206,4.354,239,84.647,0.513,0.01172,5.140,4.295,5.220,4.250,239,-0.499,0.027,169,167,187,184,
'QZ808129',XS1506615282,GELF Bond Issuer I S.A.,GOOEUR,1.625,10/20/2026,BBB1,EUR,LU,Corporate,Industrials,Real Estate,REITs,SENR,325.0,94.735600,0.341872,0.01071,0.000000,2.644,3.642,2.658,3.603,137,95.012,0.324,0.01066,2.658,3.525,2.667,3.486,135,-0.271,-0.014,90,87,93,90,
'QJ225769',DE000A168478,Gothaer Allgemeine Versicherung AG,GOTVER,6.000,10/30/2025,BBB1,EUR,DE,Corporate,Financial,Insurance,P&C,SUB,250.0,100.560000,1.098361,0.00881,0.000000,1.669,5.644,1.703,6.320,298,100.520,1.033,0.00873,1.679,5.670,1.713,6.416,311,0.104,0.246,327,339,256,268,
'37940XAS',XS2597994065,Global Payments Inc,GPN,4.875,3/17/2031,BBB3,EUR,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,800.0,103.341000,3.915984,0.02973,0.000000,5.673,4.313,5.839,4.256,225,104.836,3.863,0.02991,5.706,4.071,5.864,4.021,211,-1.327,-0.772,179,162,175,158,
'EJ931521',XS0988446786,Granvia AS,GRAVAS,4.781,9/30/2039,BBB1,EUR,SK,Corporate,Industrials,Transportation,Transport Infrastructure/Services,SECR,906.2,100.728000,1.261653,0.03202,0.000000,6.932,4.675,6.934,4.675,248,101.181,1.209,0.03191,6.958,4.611,6.960,4.611,250,-0.391,0.208,209,209,211,210,
'AR776998',XS1796209010,Goldman Sachs Group Inc.,GS,2.000,3/22/2028,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,750.0,94.402200,1.579235,0.02494,0.000000,3.877,3.450,3.920,3.420,138,95.365,1.557,0.02500,3.898,3.190,3.937,3.165,123,-0.970,-0.573,87,70,90,72,
'AT743653',XS1861206636,Goldman Sachs Group Inc.,GS,2.000,11/1/2028,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,1500.0,93.268800,0.355191,0.04866,0.000000,4.464,3.542,4.516,3.511,151,94.490,0.333,0.04892,4.488,3.249,4.535,3.223,133,-1.265,-0.802,97,77,101,80,
'BH342212',XS2149207354,Goldman Sachs Group Inc.,GS,3.375,3/27/2025,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,2000.0,99.500000,2.618852,0.07076,0.000000,1.148,3.791,1.167,3.756,86,99.769,2.582,0.07041,1.161,3.561,1.179,3.530,74,-0.227,-0.165,45,30,47,32,
'BN671028',XS2292954893,Goldman Sachs Group Inc.,GS,0.250,1/26/2028,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,1750.0,87.834000,0.235616,0.05340,0.000000,3.893,3.520,3.938,3.489,144,88.541,0.233,0.05344,3.912,3.306,3.952,3.279,134,-0.794,-0.394,89,78,97,84,
'BO605869',XS2322254249,Goldman Sachs Group Inc.,GS,1.000,3/18/2033,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,1250.0,77.747400,0.800547,0.03402,0.000000,8.356,3.929,8.527,3.891,180,79.405,0.790,0.03448,8.394,3.676,8.557,3.642,164,-2.053,-1.318,119,103,137,118,
'EK299558',XS1074144871,Goldman Sachs Group Inc.,GS,2.875,6/3/2026,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,750.0,98.932200,1.696721,0.02615,0.000000,2.251,3.339,2.277,3.311,102,99.233,1.665,0.02603,2.265,3.205,2.289,3.179,99,-0.267,-0.052,55,52,56,52,
'JV957815',XS1362373224,Goldman Sachs Group Inc.,GS,3.000,2/12/2031,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,1000.0,96.806000,2.687671,0.03447,0.000000,6.103,3.515,6.187,3.485,149,98.345,2.655,0.03474,6.137,3.264,6.214,3.237,134,-1.492,-0.903,97,80,99,81,
'LW953171',XS1458408561,Goldman Sachs Group Inc.,GS,1.625,7/27/2026,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,2000.0,95.574400,0.719262,0.06673,0.000000,2.424,3.460,2.453,3.431,118,96.094,0.702,0.06659,2.440,3.231,2.467,3.206,106,-0.519,-0.284,70,57,72,59,
'QZ946428',XS1509006380,Goldman Sachs Group Inc.,GS,1.250,5/1/2025,A3,EUR,US,Corporate,Financial,Financial Services,Brokerage,SNPR,1250.0,96.638000,0.850410,0.04222,0.000000,1.258,3.909,1.279,3.872,104,96.777,0.837,0.04197,1.270,3.775,1.291,3.740,102,-0.129,-0.053,62,57,65,60,
